	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	fdr_p
Rcs_phosphorelay_signal_transduction_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.5666666666667	479.62238618869	0.999999999999999	0.381099030994789	1	0.409593341000062
Siderophore_Yersiniabactin_Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0.466666666666667	2.55603860169078	0.999999999999999	0.381099030994789	1	0.409593341000062
Tolerance_to_colicin_E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.9	530.743158222506	0.999999999999999	0.381099030994789	1	0.409593341000062
Type_4_conjugative_transfer_system,_IncI1_type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.1	707.109821739169	0.999999999999999	0.381099030994789	1	0.409593341000062
At1g54520	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3333333333333	73.0296743340221	0.999999999999999	0.381099030994789	1	0.409593341000062
ATP-dependent_efflux_pump_transporter_Ybh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.6666666666667	173.445476543303	0.999999999999998	0.381099030994789	1	0.409593341000062
Branched_chain_amino_acid_degradation_regulons	0	0	0	0	0	0	25186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839.533333333333	4598.3134444417	0.999999999999998	0.381099030994789	1	0.409593341000062
Omega-amidase	0	0	0	0	0	0	0	0	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.5666666666667	112.648272660229	0.999999999999998	0.381099030994789	1	0.409593341000062
Phage_neck_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.912870929175277	0.999999999999999	0.381099030994789	1	0.409593341000062
Phd-Doc,_YdcE-YdcD_toxin-antitoxin_(programmed_cell_death)_systems	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.912870929175277	0.999999999999999	0.381099030994789	1	0.409593341000062
RNA_polymerase_III	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	1.82574185835055	0.999999999999998	0.381099030994789	1	0.409593341000062
Siderophore_Staphylobactin	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366666666666667	2.00831604418561	0.999999999999999	0.381099030994789	1	0.409593341000062
Taurine_Utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6666666666667	58.4237394672177	0.999999999999999	0.381099030994789	1	0.409593341000062
Two_partner_secretion_pathway_(TPS)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	4.38178046004133	0.999999999999999	0.381099030994789	1	0.409593341000062
CBSS-159087.4.peg.2189	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.566666666666667	3.10376115919594	0.999999999999998	0.381099030994789	1	0.409593341000062
CBSS-84588.1.peg.1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.833333333333	722.080904977644	0.999999999999998	0.381099030994789	1	0.409593341000062
Purine_Utilization	0	0	0	0	0	0	0	0	0	0	3707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.566666666667	676.80250689055	0.999999999999998	0.381099030994789	1	0.409593341000062
Potassium_homeostasis	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.73333333333333	42.3572111137328	0.999999999999997	0.38109903099479	1	0.409593341000062
Adhesins_in_Staphylococcus	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.912870929175277	0.999999999999996	0.38109903099479	1	0.409593341000062
COG3760	0	0	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9	92.5651122183731	0.999999999999995	0.38109903099479	1	0.409593341000062
ECF_class_transporters	0	0	0	0	22795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	760	4161.74718780135	0.99978065366267	0.381176867195491	1	0.409593341000062
Phenylacetyl-CoA_catabolic_pathway_(core)	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.9	327.708275441899	0.998885795255101	0.381494589374728	1	0.409593341000062
D-Galacturonate_and_D-Glucuronate_Utilization	0	0	266	699	0	0	0	0	0	0	13	0	8	0	0	0	180794	0	76	42	0	0	0	93	0	0	521	0	0	0	0	6083.73333333333	32997.8909032739	0.990501432778384	0.384485338422808	1	0.412220490133647
Anaerobic_respiratory_reductases	0	0	0	0	0	0	12105	0	0	0	7602	0	0	0	4676	0	0	0	25049	0	1199	0	0	10289	104	714	0	0	0	0	0	2057.93333333333	5364.01757520671	0.977055678241705	0.389334214909736	1	0.416829569070028
DNA-binding_regulatory_proteins,_strays	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	589	0	20.3666666666667	107.472685650446	0.962700594407104	0.394583603373313	1	0.421853838303204
Phosphoglycerate_transport_system	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.1666666666667	347.425812803682	0.957534837629072	0.396491182685755	1	0.423296220388454
Copper_homeostasis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9322	0	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331.966666666667	1701.91977774661	0.931984614981608	0.406072988932188	1	0.432916069775806
Integrons	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4.36666666666667	21.903366665067	0.911608314342931	0.413892729623694	1	0.44063299024545
Xylose_utilization	48	0	10	83	114	114	0	0	19	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3833	0	0	0	0	43	0	0	142.333333333333	697.820663323263	0.902177152468347	0.417566710630137	1	0.443920850852235
Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	62	0	0	51	0	6.16666666666667	19.0173846661477	0.898471582415571	0.419019815496934	1	0.44484176491131
Glutaredoxin_3_containing_cluster	0	0	0	0	16228	0	1933	0	0	0	0	2225	5202	1653	2796	0	0	0	0	0	0	0	0	0	0	0	1069	0	0	1092	0	1073.26666666667	3092.95145210161	0.896836017229151	0.419662914030857	1	0.444901382986559
Phenylpropanoid_compound_degradation	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1458	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	266.774346075739	0.890538172529727	0.42214912247925	1	0.446912059831385
Campylobacter_Iron_Metabolism	0	0	0	0	47393	0	5433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1760.86666666667	8675.36026374393	0.886849801409504	0.423612527589027	1	0.447528142610017
Listeria_phi-A118-like_prophages	0	40	183	0	96	0	79	0	0	0	0	879	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	42.6666666666667	162.796961196186	0.886096994270721	0.423911881786269	1	0.447528142610017
CBSS-562.2.peg.5158_SK3_including	0	0	0	5015	0	0	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	2	0	0	6	0	0	0	0	0	0	189.766666666667	919.498052100216	0.867636689141957	0.431324192122223	1	0.454720080151106
DedA_family_of_inner_membrane_proteins	0	0	0	0	0	5123	0	0	0	0	0	0	0	0	0	0	2335	0	0	0	1979	0	0	0	1529	0	0	0	0	0	0	365.533333333333	1081.87572532961	0.858798299061166	0.434922217023545	1	0.457876445144232
Iron_acquisition_in_Streptococcus	0	0	0	0	0	0	1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	154	0	0	0	0	0	72.6666666666667	342.766567127294	0.854240502347261	0.436790239737042	1	0.459205272844214
Ribosome_LSU_eukaryotic_and_archaeal	0	2	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	2.3889111644689	0.849710982658959	0.438655213261661	1	0.46052721835504
Aromatic_Amin_Catabolism	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	1202	0	0	400	0	0	0	0	0	0	0	5	553	0	0	84.8666666666667	252.133206902598	0.837631570306113	0.443670706410684	1	0.465148541437481
4-Hydroxyphenylacetic_acid_catabolic_pathway	0	0	1205	999	0	0	0	0	0	0	0	0	0	682	0	0	2568	0	274	1130	0	0	0	0	0	820	0	5	0	0	0	256.1	574.352970291578	0.790520797490213	0.463828162505667	1	0.485319172415778
Terminal_cytochrome_d_ubiquinol_oxidases	0	0	0	0	30730	0	0	0	0	0	0	0	0	6785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1250.5	5703.76952640487	0.789469355680892	0.464289118810577	1	0.485319172415778
MazEF_toxin-antitoxing_(programmed_cell_death)_system	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.366666666666667	1.67091412795167	0.788235294117645	0.464830764081603	1	0.485319172415778
Chitin_and_N-acetylglucosamine_utilization	0	0	0	0	0	0	0	0	0	0	9305	0	0	0	0	0	0	0	38578	0	0	0	0	0	0	0	0	0	0	0	0	1596.1	7188.15849205459	0.772061209100151	0.471992861068005	1	0.492119104112171
Melibiose_Utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24635	0	0	0	0	0	0	0	0	0	3578	0	0	3493	0	1056.86666666667	4542.433433618	0.767256793705484	0.474143084184244	1	0.492317820110152
Terminal_cytochrome_oxidases	0	0	0	0	30730	0	0	0	0	0	1473	0	0	6785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1299.6	5698.97162290011	0.76617733158528	0.474627645088983	1	0.492317820110152
Dehydrogenase_complexes	0	0	0	0	89669	0	0	0	0	0	50436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60378	0	0	0	0	6682.76666666667	21082.7936310278	0.766148486892253	0.474640600508137	1	0.492317820110152
Phage_packaging_machinery	0	0	4261	0	3327	3433	0	0	0	0	0	0	0	0	0	0	4218	0	0	0	0	0	0	0	0	0	0	3026	0	1267	0	651.066666666667	1400.09105451022	0.765834983011433	0.474781433377996	1	0.492317820110152
Nucleoid-associated_proteins_in_Bacteria	6	11	12	3	12	12	0	0	11	0	0	0	5	4	6	0	200	0	13	8	0	7	0	0	14	0	5	0	6	5	5	11.3333333333333	35.9629438913631	0.751135666398347	0.481435343216581	1	0.498535505680558
Valine_degradation	0	0	0	0	25193	0	0	0	0	0	0	0	0	0	14586	0	0	0	0	0	0	0	0	12238	0	0	0	0	0	0	0	1733.9	5592.52892243535	0.708521104180814	0.501298077980905	1	0.518395556766066
Ribosome_activity_modulation	0	0	0	1176	0	0	0	0	0	0	0	0	0	0	0	0	113	0	7010	0	0	9	0	4621	5	0	0	0	0	0	0	431.133333333333	1512.17260311421	0.698376647818588	0.506154989773298	1	0.522245686287089
Lysine_fermentation	0	0	0	0	73916	0	22022	0	0	0	0	0	0	0	6958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3429.86666666667	13950.698590179	0.697869377463422	0.506399181294209	1	0.522245686287089
CBSS-49338.1.peg.459	0	0	0	1790	0	0	241	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	886	0	0	0	109.466666666667	363.05112524303	0.683209444182597	0.513511183242245	1	0.528860702306551
Phage_tail_fiber_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0.233333333333333	0.971430986184577	0.655172413793104	0.527413408435218	1	0.542441470276656
Uptake_of_selenate_and_selenite	0	0	0	0	0	0	6468	0	0	0	0	0	0	0	0	0	2180	0	0	0	1979	0	0	0	0	0	0	0	0	0	0	354.233333333333	1269.52920090639	0.650555974932358	0.529740986433821	1	0.543916567371524
Ribosome_SSU_eukaryotic_and_archaeal	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0.333333333333333	1.18418699983352	0.649484536082474	0.530282774785694	1	0.543916567371524
Recycling_of_Peptidoglycan_Amino_Acids	0	0	0	0	0	0	0	0	0	0	6000	0	0	0	11062	0	0	0	0	0	0	0	0	0	0	0	0	0	20064	0	0	1237.53333333333	4214.04579728427	0.643271989461986	0.533435990794854	1	0.546411460841215
Terminal_cytochrome_O_ubiquinol_oxidase	0	0	0	0	0	0	0	0	0	0	1473	0	0	0	0	0	760	0	0	0	0	0	0	0	27	0	0	0	0	0	0	75.3333333333333	298.143951962729	0.594076248643155	0.559128396477663	1	0.57195590354935
Phage_tail_proteins_2	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	204	0	0	0	8	12	0	0	13	0	0	0	0	0	0	17.1666666666667	61.7101586301714	0.574051959894913	0.569963899141869	1	0.582254225808
NADPH:quinone_oxidoreductase_2	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2	16.4010092204192	0.547058823529412	0.584928739353558	1	0.596737529515473
COG3533	7369	6776	6322	4071	7548	7471	0	0	4493	0	0	0	3813	0	0	0	163940	0	6046	0	0	0	0	12396	0	0	8480	0	5744	8273	0	8424.73333333333	29603.6299439354	0.540754527346466	0.588484250269253	1	0.599557878634535
Ribosome_SSU_mitochondrial	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.647719252365604	0.538461538461538	0.589783206289531	1	0.600074725325456
Neotrehalosadiamine_(NTD)_Biosynthesis_Operon	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0.233333333333333	0.897634182970313	0.52	0.600354389965919	1	0.610011565139634
Benzoate_degradation	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	9.98136194148356	0.516170763260025	0.602572412740973	1	0.611445634347601
CBSS-196164.1.peg.1690	31589	28435	23732	30845	24788	31452	29332	0	30557	0	31822	45973	46262	19999	23888	55612	43538	53472	34287	31666	40946	0	0	25102	41731	0	30096	16153	26995	29928	30012	27606.6666666667	15488.5900124806	0.503594620056808	0.609919076458521	1	0.618073074806896
Methionine_Salvage	0	0	0	655	0	0	0	0	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.4	161.435500091074	0.500891672862269	0.611510595873725	1	0.61885852025672
CMP-N-acetylneuraminate_Biosynthesis	0	0	6956	7325	5889	0	0	0	0	0	0	0	0	0	111	0	0	0	0	9074	0	0	0	0	20355	0	4949	0	0	4911	0	1985.66666666667	4408.93318344608	0.460878608236532	0.63559977981611	1	0.642379510800815
L-rhamnose_utilization	17801	15351	15496	15968	14112	19007	27915	0	23202	0	30079	41417	51401	10168	28294	0	155116	0	14758	17387	0	0	0	29585	0	0	13704	19061	16293	13714	15423.5	19660.9666666667	28741.5011383975	0.417537297852319	0.662847400825475	1	0.66902573878257
L-ascorbate_utilization_(and_related_gene_clusters)	3587	2516	3986	2997	2967	4503	3406	4069	2055	3062	2242	4363	2601	825	1560	3167	5769	4511	3606	1892	3042	2780	3616	11247	1736	3431	4524	1853	2771	5343	3114.5	3467.56666666667	1855.39685657875	0.353547716586971	0.70539488858477	1	0.710980927246109
Broadly_distributed_proteins_not_in_subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4729	0	0	0	0	0	0	0	0	0	720	0	3950	0	0	313.3	1107.02512665002	0.352244852003572	0.706291079441056	1	0.710980927246109
Colanic_acid_biosynthesis	1737	1714	1028	0	2248	3095	3535	0	0	0	5160	6203	7775	1262	0	0	47706	0	0	3404	0	0	0	1024	0	0	0	4472	1789	5599	1026	3258.36666666667	8681.77702087711	0.344121563061002	0.711906435982907	1	0.715683127950986
Protein_YjgK_cluster_linked_to_biofilm_formation	34	57	75	34	27	28	0	0	19	0	0	53	96	29	55	0	546	0	14	43	0	27	0	0	37	0	22	40	30	14	27	42.6666666666667	98.2215417531603	0.254507468687159	0.77713736017779	1	0.780225323198364
Glutamine_synthetases	23596	27067	25589	27379	20528	25784	30302	40454	24940	0	22861	48103	51031	16459	20582	0	39331	47014	24605	28328	31760	36322	34565	24873	31984	0	20548	23875	20644	20213	25264.5	26291.2333333333	12472.8100301065	0.140585806927394	0.869480966230733	1	0.871781180427111
Phage_nin_genes_-_N-independent_survival	284	29	115	0	0	0	6	0	0	0	0	0	168	0	0	0	710	0	0	0	19	10	0	50	0	0	0	47	236	160	0	61.1333333333333	144.010232714335	0.11680962758159	0.890201735888414	1	0.891377695909402
D-galactarate,_D-glucarate_and_D-glycerate_catabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2903	0	0	0	0	0	0	4378	0	0	0	0	3864	0	0	371.5	1150.47848366639	0.0395456635893008	0.961281627982766	1	0.961281627982766
